,Attrition,Business Travel,CF_age band,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Distance From Home,Education,Environment Satisfaction,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
1128,No,Travel_Frequently,25 - 34,R&D,Other,1918,Male,Laboratory Technician,Married,No,3,26,6,Bachelor's Degree,3,4,1,4,2544,0,18,3,1,1,8,3,7,7,7,7
1129,No,Travel_Frequently,35 - 44,R&D,Medical,2061,Male,Laboratory Technician,Married,No,3,36,23,Associates Degree,3,4,2,4,2571,4,17,3,3,1,17,3,5,2,0,3
1130,No,Travel_Frequently,25 - 34,R&D,Technical Degree,1597,Male,Healthcare Representative,Married,No,3,34,10,Master's Degree,4,2,2,3,5063,1,14,3,2,1,8,2,8,2,7,7
1131,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1668,Male,Research Scientist,Married,No,4,38,1,Bachelor's Degree,4,3,2,4,4735,7,15,3,4,2,19,4,13,11,2,9
1132,No,Travel_Frequently,45 - 54,R&D,Medical,1922,Male,Healthcare Representative,Single,No,3,45,1,Master's Degree,2,3,2,3,5399,4,12,3,3,0,12,3,4,2,0,3
1133,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1412,Male,Manufacturing Director,Single,No,2,35,18,Associates Degree,3,3,3,4,9362,2,11,3,3,0,10,3,2,2,2,2
1134,No,Travel_Frequently,25 - 34,R&D,Medical,1648,Male,Research Scientist,Single,No,0,27,2,Bachelor's Degree,4,3,1,4,2580,2,13,3,3,0,6,2,4,2,1,2
1135,No,Travel_Frequently,35 - 44,Sales,Life Sciences,1812,Male,Sales Executive,Divorced,No,6,39,20,Bachelor's Degree,3,3,2,4,4127,2,18,3,4,1,7,3,2,1,2,2
1136,No,Travel_Frequently,35 - 44,Sales,Medical,1700,Male,Sales Executive,Divorced,No,2,37,1,Master's Degree,3,1,2,4,9525,1,14,3,3,2,6,2,6,3,1,3
1137,No,Travel_Frequently,45 - 54,Sales,Medical,2065,Male,Sales Executive,Married,No,3,49,2,Bachelor's Degree,4,2,2,2,5390,2,14,3,4,0,17,2,9,6,0,8
1138,No,Travel_Frequently,25 - 34,Sales,Medical,1477,Male,Sales Executive,Married,No,2,33,7,Bachelor's Degree,4,3,2,1,4373,0,14,3,1,2,5,3,4,3,0,3
1139,No,Travel_Frequently,25 - 34,Sales,Life Sciences,1507,Male,Sales Executive,Single,No,5,28,7,Bachelor's Degree,3,3,2,1,4898,0,14,3,4,0,5,3,4,2,1,3
1140,No,Travel_Frequently,25 - 34,Sales,Other,1613,Male,Sales Executive,Single,No,3,31,2,Master's Degree,4,3,2,1,5332,7,13,3,4,0,10,3,5,2,0,3
1141,No,Travel_Frequently,25 - 34,Sales,Marketing,1853,Male,Sales Executive,Single,No,2,32,10,Master's Degree,4,3,2,4,4648,8,13,3,3,0,4,4,0,0,0,0
1142,No,Travel_Rarely,35 - 44,HR,Other,1794,Male,Human Resources,Divorced,No,4,37,8,Associates Degree,3,3,2,2,4071,2,13,3,3,0,19,2,10,0,4,7
1143,No,Travel_Rarely,25 - 34,HR,Medical,1865,Male,Human Resources,Married,No,3,29,6,High School,4,2,1,2,2804,1,11,3,4,0,1,3,1,0,0,0
1144,No,Travel_Rarely,25 - 34,HR,Other,1419,Male,Human Resources,Single,No,3,29,17,Bachelor's Degree,2,2,3,1,7988,1,13,3,1,0,10,2,10,9,0,9
1145,No,Travel_Rarely,35 - 44,HR,Life Sciences,1778,Male,Human Resources,Single,No,5,43,2,Bachelor's Degree,2,3,1,4,3539,0,13,3,2,0,10,3,9,7,1,8
1146,No,Travel_Rarely,Over 55,R&D,Technical Degree,1694,Male,Research Scientist,Divorced,No,1,55,22,Bachelor's Degree,1,2,1,2,3537,5,12,3,4,1,8,3,4,2,1,2
1147,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1506,Male,Research Scientist,Divorced,No,2,28,1,Bachelor's Degree,1,2,1,3,1563,1,14,3,4,1,1,1,1,0,0,0
1148,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1892,Male,Manager,Divorced,No,3,40,1,Master's Degree,1,3,4,1,16823,2,11,3,1,1,22,3,19,7,11,16
1149,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1881,Male,Laboratory Technician,Divorced,No,2,31,20,Bachelor's Degree,2,3,2,3,4197,1,11,3,1,1,10,3,10,8,0,2
1150,No,Travel_Rarely,35 - 44,R&D,Medical,1627,Male,Laboratory Technician,Divorced,No,3,39,3,Associates Degree,3,2,2,3,3069,0,15,3,4,1,11,3,10,8,0,7
1151,No,Travel_Rarely,35 - 44,R&D,Medical,1474,Male,Research Scientist,Divorced,No,3,40,2,Bachelor's Degree,3,3,1,3,2345,2,14,3,3,1,8,4,3,1,1,2
1152,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1857,Male,Manufacturing Director,Divorced,No,4,46,2,Associates Degree,4,3,3,4,8578,3,14,3,3,1,12,2,9,8,4,7
1153,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1599,Male,Laboratory Technician,Divorced,No,0,43,27,Bachelor's Degree,4,4,1,2,4876,5,12,3,3,1,8,3,6,4,0,2
1154,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1940,Male,Research Scientist,Divorced,No,0,38,9,Associates Degree,2,3,1,4,4771,2,19,3,4,2,10,4,5,2,0,3
1155,No,Travel_Rarely,Over 55,R&D,Medical,1424,Male,Research Director,Divorced,No,4,55,1,Master's Degree,2,4,4,4,14732,2,13,3,4,2,31,4,7,7,0,0
1156,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1484,Male,Healthcare Representative,Divorced,No,3,49,7,Master's Degree,3,3,3,2,10466,3,14,3,2,2,29,3,8,7,0,7
1157,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1859,Male,Healthcare Representative,Divorced,No,3,29,29,High School,4,1,2,3,6384,8,17,3,4,2,11,3,7,0,1,6
1158,No,Travel_Rarely,25 - 34,R&D,Other,1619,Male,Laboratory Technician,Divorced,No,3,27,19,Bachelor's Degree,4,2,1,1,4066,1,11,3,1,2,7,3,7,7,0,7
1159,No,Travel_Rarely,25 - 34,R&D,Medical,1671,Male,Research Scientist,Divorced,No,4,32,2,Bachelor's Degree,4,3,2,2,5470,0,13,3,3,2,10,2,9,5,1,6
1160,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1553,Male,Healthcare Representative,Divorced,No,4,45,1,Master's Degree,1,3,3,2,7441,1,12,3,1,3,10,3,10,8,7,7
1161,No,Travel_Rarely,Under 25,R&D,Medical,1725,Male,Laboratory Technician,Divorced,No,2,24,29,High School,2,3,1,1,3907,1,13,3,2,3,6,4,6,2,1,2
1162,No,Travel_Rarely,Under 25,R&D,Technical Degree,1551,Male,Laboratory Technician,Divorced,No,3,24,21,Associates Degree,3,2,1,1,2296,0,14,3,2,3,2,3,1,1,0,0
1163,No,Travel_Rarely,35 - 44,R&D,Other,1871,Male,Research Scientist,Divorced,No,2,39,19,Master's Degree,4,3,2,4,3902,8,14,3,2,3,7,3,2,2,2,2
1164,No,Travel_Rarely,35 - 44,R&D,Life Sciences,2031,Male,Manager,Married,No,2,42,2,Bachelor's Degree,1,3,5,3,18880,5,11,3,1,0,24,2,22,6,4,14
1165,No,Travel_Rarely,35 - 44,R&D,Medical,1543,Male,Research Scientist,Married,No,2,37,13,Bachelor's Degree,1,3,2,4,4285,1,17,3,1,0,10,3,10,8,3,7
1166,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1434,Male,Laboratory Technician,Married,No,3,27,11,High School,2,3,1,1,2099,0,14,3,2,0,6,4,5,0,1,4
1167,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1621,Male,Research Scientist,Married,No,2,35,18,Doctoral Degree,2,4,2,1,5208,1,11,3,4,0,16,3,16,15,1,10
1168,No,Travel_Rarely,25 - 34,R&D,Medical,2068,Male,Laboratory Technician,Married,No,3,34,8,Bachelor's Degree,2,4,2,3,4404,2,12,3,1,0,6,4,4,3,1,2
1169,No,Travel_Rarely,45 - 54,R&D,Medical,1689,Male,Healthcare Representative,Married,No,2,53,24,Master's Degree,2,4,3,4,7005,3,15,3,3,0,11,3,4,3,1,2
1170,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1867,Male,Research Director,Married,No,3,48,10,Bachelor's Degree,4,2,5,2,19665,4,12,3,4,0,29,3,22,10,12,9
1171,No,Travel_Rarely,25 - 34,R&D,Medical,1989,Male,Laboratory Technician,Married,No,6,30,1,Associates Degree,4,3,1,2,3748,1,13,3,3,0,12,2,12,8,1,7
1172,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1954,Male,Healthcare Representative,Married,No,5,29,1,Bachelor's Degree,1,3,2,1,5373,0,12,3,1,1,6,2,5,3,0,2
1173,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1473,Male,Healthcare Representative,Married,No,0,49,5,Master's Degree,1,3,2,3,6651,2,14,3,2,1,20,2,3,2,1,2
1174,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1971,Male,Healthcare Representative,Married,No,1,43,11,Bachelor's Degree,1,3,3,3,7510,1,17,3,2,1,10,3,10,9,0,9
1175,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1415,Male,Laboratory Technician,Married,No,2,25,1,Bachelor's Degree,1,3,1,4,3229,4,11,3,2,1,7,2,3,2,0,2
1176,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1438,Male,Research Scientist,Married,No,2,47,1,Bachelor's Degree,1,3,1,4,3420,7,12,3,3,1,17,2,6,5,1,2
1177,No,Travel_Rarely,35 - 44,R&D,Medical,1826,Male,Laboratory Technician,Married,No,2,35,23,Master's Degree,2,1,1,3,2705,0,16,3,2,1,6,4,5,4,0,3
1178,No,Travel_Rarely,25 - 34,R&D,Medical,1609,Male,Research Scientist,Married,No,3,30,7,Bachelor's Degree,2,2,1,2,2141,1,12,3,2,1,6,2,6,4,1,1
1179,No,Travel_Rarely,25 - 34,R&D,Medical,1696,Male,Laboratory Technician,Married,No,3,34,5,Associates Degree,2,2,2,4,3986,1,14,3,3,1,15,4,15,10,4,13
1180,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1931,Male,Research Scientist,Married,No,3,27,2,Master's Degree,2,3,1,2,2226,1,11,3,3,1,6,2,5,3,1,2
1181,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1721,Male,Laboratory Technician,Married,No,2,31,2,Master's Degree,2,3,1,3,3477,1,14,3,4,1,6,4,5,2,0,3
1182,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1729,Male,Research Scientist,Married,No,2,30,16,High School,2,3,1,4,2862,1,12,3,2,1,10,2,10,0,0,8
1183,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1580,Male,Research Scientist,Married,No,3,34,1,Master's Degree,2,3,2,4,5484,9,17,3,2,1,9,2,2,2,2,1
1184,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1903,Male,Healthcare Representative,Married,No,5,44,1,Master's Degree,2,4,2,1,5033,2,15,3,4,1,10,3,2,0,2,2
1185,No,Travel_Rarely,35 - 44,R&D,Medical,1542,Male,Laboratory Technician,Married,No,3,42,2,Bachelor's Degree,3,2,1,2,4841,4,14,3,2,1,4,3,1,0,0,0
1186,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1601,Male,Laboratory Technician,Married,No,5,35,7,Associates Degree,3,2,1,4,2690,1,18,3,4,1,1,2,1,0,0,1
1187,No,Travel_Rarely,35 - 44,R&D,Medical,1911,Male,Research Director,Married,No,3,42,6,Bachelor's Degree,3,3,3,1,13348,9,13,3,2,1,18,4,13,7,5,7
1188,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1799,Male,Research Scientist,Married,No,6,28,1,Bachelor's Degree,3,3,1,4,2044,1,11,3,3,1,5,4,5,3,0,3
1189,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1763,Male,Healthcare Representative,Married,No,3,30,16,Bachelor's Degree,3,4,2,3,5294,3,16,3,3,1,10,3,7,0,1,7
1190,No,Travel_Rarely,Under 25,R&D,Medical,1707,Male,Research Scientist,Married,No,1,24,9,Bachelor's Degree,3,4,1,3,4401,1,16,3,4,1,5,3,5,3,0,4
1191,No,Travel_Rarely,35 - 44,R&D,Medical,2062,Male,Healthcare Representative,Married,No,5,39,6,High School,4,2,3,1,9991,4,15,3,1,1,9,3,7,7,1,7
1192,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1523,Male,Research Director,Married,No,1,44,28,Bachelor's Degree,4,3,4,1,16328,3,13,3,3,1,24,4,20,6,14,17
1193,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1728,Male,Manufacturing Director,Married,No,3,35,27,Master's Degree,4,3,2,3,6883,2,16,3,2,1,17,3,7,7,0,7
1194,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1798,Male,Research Scientist,Married,No,1,33,8,Master's Degree,4,4,1,1,3143,6,19,3,2,1,14,3,10,8,7,6
1195,No,Travel_Rarely,Under 25,R&D,Technical Degree,1592,Male,Research Scientist,Married,No,2,23,10,Bachelor's Degree,4,4,1,3,2073,2,16,3,4,1,4,3,2,2,2,2
1196,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1682,Male,Healthcare Representative,Married,No,2,36,26,Master's Degree,1,3,2,3,5347,6,14,3,2,2,10,2,3,2,0,2
1197,No,Travel_Rarely,35 - 44,R&D,Life Sciences,2012,Male,Laboratory Technician,Married,No,3,40,1,Master's Degree,1,3,1,4,2406,8,19,3,3,2,8,2,1,0,0,0
1198,No,Travel_Rarely,35 - 44,R&D,Medical,1803,Male,Healthcare Representative,Married,No,2,42,13,Bachelor's Degree,2,4,2,1,5538,5,18,3,3,2,10,2,0,0,0,0
1199,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1596,Male,Laboratory Technician,Married,No,3,35,28,Bachelor's Degree,2,4,2,3,3407,1,17,3,4,2,10,2,10,9,6,8
1200,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1514,Male,Manufacturing Director,Married,No,2,28,29,High School,3,1,2,2,6549,1,14,3,2,2,8,2,8,6,1,7
1201,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1558,Male,Research Scientist,Married,No,2,29,9,Bachelor's Degree,3,4,1,3,2451,6,18,3,1,2,5,2,1,0,0,0
1202,No,Travel_Rarely,35 - 44,R&D,Medical,1618,Male,Manufacturing Director,Married,No,3,39,10,Doctoral Degree,2,3,2,1,5377,2,13,3,4,3,10,3,7,7,7,7
1203,No,Travel_Rarely,25 - 34,R&D,Medical,1698,Male,Laboratory Technician,Married,No,6,33,21,Bachelor's Degree,2,4,1,2,2028,1,18,3,4,3,14,3,14,11,2,13
1204,No,Travel_Rarely,Over 55,R&D,Medical,1770,Male,Research Director,Married,No,2,55,2,Bachelor's Degree,3,2,5,1,19038,8,12,3,2,3,34,3,1,0,0,0
1205,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1631,Male,Manufacturing Director,Married,No,2,37,19,Bachelor's Degree,3,3,2,3,5768,3,17,3,1,3,9,2,4,3,0,2
1206,No,Travel_Rarely,25 - 34,R&D,Medical,1718,Male,Laboratory Technician,Married,No,3,26,17,Master's Degree,4,1,1,3,2305,1,15,3,3,3,3,4,3,2,0,2
1207,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1435,Male,Laboratory Technician,Single,No,2,36,4,Master's Degree,1,2,2,4,5810,1,16,3,3,0,10,2,10,4,1,8
1208,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1659,Male,Laboratory Technician,Single,No,4,36,7,Bachelor's Degree,1,3,1,2,2013,2,11,3,3,0,15,3,4,3,1,3
1209,No,Travel_Rarely,Under 25,R&D,Life Sciences,1533,Male,Laboratory Technician,Single,No,2,23,20,High School,1,3,2,3,2272,0,14,3,2,0,5,3,4,3,1,2
1210,No,Travel_Rarely,25 - 34,R&D,Medical,1577,Male,Research Scientist,Single,No,4,34,7,Master's Degree,1,3,1,4,2972,1,13,3,3,0,1,1,1,0,0,0
1211,No,Travel_Rarely,35 - 44,R&D,Life Sciences,2014,Male,Research Scientist,Single,No,2,39,24,High School,1,3,2,4,4108,7,13,3,1,0,18,3,7,7,1,7
1212,No,Travel_Rarely,Under 25,R&D,Life Sciences,1981,Male,Healthcare Representative,Single,No,2,24,1,Associates Degree,2,2,2,3,4617,1,12,3,2,0,4,2,4,3,1,2
1213,No,Travel_Rarely,35 - 44,R&D,Medical,2008,Male,Research Scientist,Single,No,5,35,9,Master's Degree,2,3,2,3,5098,1,19,3,2,0,10,3,10,7,0,8
1214,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1814,Male,Healthcare Representative,Single,No,3,41,5,Bachelor's Degree,2,4,2,2,6870,3,12,3,1,0,11,1,3,2,1,2
1215,No,Travel_Rarely,35 - 44,R&D,Life Sciences,2048,Male,Research Scientist,Single,No,2,40,2,Master's Degree,3,2,1,3,2809,2,14,3,4,0,8,3,2,2,2,2
1216,No,Travel_Rarely,25 - 34,R&D,Medical,1952,Male,Laboratory Technician,Single,No,6,26,1,Bachelor's Degree,3,3,1,1,2867,0,13,3,4,0,8,2,7,7,7,6
1217,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1727,Male,Healthcare Representative,Single,No,3,46,13,Master's Degree,3,3,2,2,5562,6,14,3,4,0,19,3,10,7,0,9
1218,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1677,Male,Manager,Single,No,2,49,1,Bachelor's Degree,3,3,4,3,15379,4,14,3,1,0,23,3,8,7,0,0
1219,No,Travel_Rarely,Under 25,R&D,Medical,1623,Male,Research Scientist,Single,No,2,21,5,High School,3,3,1,4,3117,1,18,3,3,0,3,3,2,2,2,2
1220,No,Travel_Rarely,25 - 34,R&D,Other,1417,Male,Laboratory Technician,Single,No,2,26,7,Bachelor's Degree,3,4,1,1,3578,0,12,3,4,0,8,3,7,7,0,7
1221,No,Travel_Rarely,35 - 44,R&D,Medical,1564,Male,Laboratory Technician,Single,No,3,35,1,Bachelor's Degree,4,2,1,1,2450,1,19,3,2,0,3,3,3,0,1,2
1222,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1545,Male,Manufacturing Director,Single,No,2,33,25,Bachelor's Degree,4,2,2,2,4320,1,13,3,4,0,5,3,5,3,0,2
1223,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1883,Male,Laboratory Technician,Single,No,2,29,7,Bachelor's Degree,4,3,1,1,2062,3,14,3,2,0,11,3,3,2,1,2
1224,No,Travel_Rarely,25 - 34,R&D,Technical Degree,2038,Male,Research Scientist,Single,No,4,32,2,Bachelor's Degree,4,3,1,1,2439,1,14,3,4,0,4,3,4,2,1,2
1225,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1475,Male,Research Scientist,Single,No,3,44,20,Bachelor's Degree,4,3,1,2,3420,1,13,3,3,0,6,2,5,2,1,3
1226,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1860,Male,Laboratory Technician,Single,No,3,42,8,Bachelor's Degree,4,3,1,3,3968,4,13,3,4,0,8,3,0,0,0,0
1227,No,Travel_Rarely,Under 25,R&D,Life Sciences,2007,Male,Research Scientist,Single,No,2,22,1,Associates Degree,4,3,1,3,3375,0,12,3,4,0,4,4,3,2,1,2
1228,No,Travel_Rarely,Under 25,R&D,Other,1982,Male,Laboratory Technician,Single,No,6,23,12,Associates Degree,4,3,1,4,2647,1,13,3,3,0,5,4,5,2,1,4
1229,No,Travel_Rarely,45 - 54,R&D,Medical,1472,Male,Research Director,Single,No,2,53,2,Bachelor's Degree,4,4,4,2,16598,4,12,3,2,0,35,2,9,8,8,8
1230,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1453,Male,Sales Executive,Divorced,No,5,31,8,Associates Degree,1,3,3,4,10793,1,18,3,1,1,13,3,13,7,9,9
1231,No,Travel_Rarely,25 - 34,Sales,Marketing,1754,Male,Sales Executive,Divorced,No,2,30,15,Associates Degree,3,2,3,1,7140,2,11,3,1,1,12,3,7,7,1,7
1232,No,Travel_Rarely,35 - 44,Sales,Life Sciences,2037,Male,Sales Executive,Divorced,No,5,41,3,Bachelor's Degree,3,2,2,2,8938,2,11,3,3,1,14,3,5,4,0,4
1233,No,Travel_Rarely,25 - 34,Sales,Medical,1951,Male,Sales Executive,Divorced,No,2,34,13,Master's Degree,4,3,3,3,8628,1,18,3,3,1,9,2,8,7,1,1
1234,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1497,Male,Sales Executive,Divorced,No,3,29,19,Bachelor's Degree,3,2,2,3,8620,1,14,3,3,2,10,3,10,7,0,4
1235,No,Travel_Rarely,25 - 34,Sales,Medical,1670,Male,Sales Executive,Divorced,No,5,33,2,Master's Degree,4,3,2,4,5505,1,14,3,3,2,6,3,6,2,0,4
1236,No,Travel_Rarely,45 - 54,Sales,Marketing,1466,Male,Sales Executive,Divorced,No,3,48,7,Bachelor's Degree,3,3,2,1,5486,4,11,3,1,3,15,3,2,2,2,2
1237,No,Travel_Rarely,35 - 44,Sales,Medical,1548,Male,Sales Executive,Married,No,5,40,9,Associates Degree,1,3,2,1,5473,0,12,3,4,0,9,4,8,4,7,1
1238,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1560,Male,Sales Executive,Married,No,6,33,8,Master's Degree,1,3,2,1,6392,2,13,3,4,1,8,1,2,2,2,2
1239,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1996,Male,Sales Representative,Married,No,1,31,2,Associates Degree,1,3,1,3,3067,0,19,3,3,1,3,3,2,2,1,2
1240,No,Travel_Rarely,25 - 34,Sales,Technical Degree,1749,Male,Sales Executive,Married,No,3,31,5,Bachelor's Degree,1,3,2,3,8346,1,19,3,3,1,6,3,5,2,0,2
1241,No,Travel_Rarely,25 - 34,Sales,Medical,2013,Male,Sales Representative,Married,No,2,32,1,Master's Degree,2,2,1,2,2269,0,14,3,2,1,3,3,2,2,2,2
1242,No,Travel_Rarely,35 - 44,Sales,Medical,1945,Male,Sales Executive,Married,No,2,35,18,Master's Degree,2,3,2,1,5561,0,16,3,4,1,6,1,5,3,0,4
1243,No,Travel_Rarely,25 - 34,Sales,Technical Degree,1568,Male,Sales Executive,Married,No,3,30,29,Master's Degree,3,3,3,2,9250,3,12,3,2,1,9,3,4,2,1,3
1244,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1582,Male,Sales Executive,Married,No,3,38,14,Bachelor's Degree,3,3,2,2,9924,0,11,3,4,1,10,3,9,8,7,7
1245,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1739,Male,Sales Executive,Married,No,2,32,19,Bachelor's Degree,4,1,3,3,9610,3,13,3,3,1,10,1,4,3,0,2
1246,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1492,Male,Sales Representative,Married,No,3,35,7,High School,4,3,1,3,2404,1,13,3,1,1,1,3,1,0,0,0
1247,No,Travel_Rarely,25 - 34,Sales,Marketing,1446,Male,Sales Executive,Married,No,3,32,7,Doctoral Degree,4,3,2,4,9204,4,12,3,3,1,7,2,4,3,0,3
1248,No,Travel_Rarely,35 - 44,Sales,Medical,1588,Male,Sales Executive,Married,No,3,39,6,Bachelor's Degree,4,4,3,3,8237,2,11,3,1,1,11,3,7,6,7,6
1249,No,Travel_Rarely,35 - 44,Sales,Marketing,1787,Male,Sales Executive,Married,No,2,37,9,Associates Degree,2,2,2,2,4189,1,14,3,1,2,5,3,5,2,0,3
1250,No,Travel_Rarely,35 - 44,Sales,Marketing,1908,Male,Sales Executive,Married,No,1,36,17,Associates Degree,3,2,2,2,5507,2,16,3,3,2,12,1,4,2,1,3
1251,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1995,Male,Sales Executive,Married,No,3,38,1,Master's Degree,4,3,2,2,4440,0,15,3,1,2,16,3,15,13,5,8
1252,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1479,Male,Sales Executive,Married,No,2,30,16,High School,4,3,2,3,5301,8,15,3,3,2,4,2,2,1,2,2
1253,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1961,Male,Sales Representative,Single,No,3,38,1,Bachelor's Degree,1,2,1,1,2858,4,14,3,1,0,20,2,1,0,0,0
1254,No,Travel_Rarely,35 - 44,Sales,Marketing,1975,Male,Sales Executive,Single,No,3,39,15,Master's Degree,2,3,4,1,13341,0,12,3,1,0,21,3,20,8,11,10
1255,No,Travel_Rarely,35 - 44,Sales,Medical,1740,Male,Manager,Single,No,3,40,7,Master's Degree,2,3,5,2,19833,1,14,3,2,0,21,2,21,8,12,8
1256,No,Travel_Rarely,25 - 34,Sales,Marketing,1924,Male,Sales Executive,Single,No,2,33,10,Master's Degree,2,3,2,3,5487,1,14,3,2,0,10,2,10,4,0,9
1257,No,Travel_Rarely,25 - 34,Sales,Medical,1650,Male,Sales Executive,Single,No,2,29,10,Bachelor's Degree,3,2,2,3,5869,9,11,3,3,0,8,3,5,2,1,4
1258,No,Travel_Rarely,25 - 34,Sales,Medical,1836,Male,Sales Executive,Single,No,4,26,10,Bachelor's Degree,3,3,2,4,4684,1,13,3,1,0,5,3,5,3,1,2
1259,No,Travel_Rarely,25 - 34,Sales,Other,1478,Male,Sales Executive,Single,No,2,34,3,Bachelor's Degree,4,1,2,1,4759,3,18,3,4,0,15,3,13,9,3,12
1260,No,Travel_Rarely,Under 25,Sales,Life Sciences,1680,Male,Sales Representative,Single,No,3,20,9,High School,4,3,1,1,2728,1,11,3,1,0,2,3,2,2,0,2
1261,No,Travel_Rarely,25 - 34,Sales,Medical,1469,Male,Sales Executive,Single,No,4,28,5,Bachelor's Degree,4,3,2,1,8463,0,18,3,4,0,6,3,5,4,1,3
1262,No,Travel_Rarely,35 - 44,Sales,Marketing,1708,Male,Sales Executive,Single,No,3,41,6,Bachelor's Degree,4,3,3,3,9241,1,12,3,2,0,10,3,10,8,8,7
1263,No,Travel_Rarely,25 - 34,Sales,Marketing,1965,Male,Sales Executive,Single,No,5,27,9,Bachelor's Degree,4,3,2,4,4105,1,14,3,1,0,7,3,7,7,0,7
1264,No,Travel_Rarely,45 - 54,Sales,Life Sciences,1602,Male,Manager,Single,No,5,46,1,Master's Degree,4,4,4,1,17567,1,15,3,2,0,27,1,26,0,0,12
1265,No,Non-Travel,Under 25,R&D,Other,1605,Female,Research Scientist,Married,Yes,2,22,26,Associates Degree,2,2,1,3,2814,1,14,3,2,0,4,2,4,2,1,3
1266,No,Travel_Frequently,35 - 44,R&D,Medical,1937,Female,Research Scientist,Divorced,Yes,3,38,8,Bachelor's Degree,4,2,2,2,2133,1,16,3,3,1,20,3,20,11,0,7
1267,No,Travel_Frequently,Under 25,R&D,Technical Degree,1646,Female,Research Scientist,Single,Yes,2,24,2,High School,1,3,1,4,3760,1,13,3,3,0,6,3,6,3,1,3
1268,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1850,Female,Laboratory Technician,Single,Yes,3,27,5,Associates Degree,4,3,1,4,2379,0,14,3,3,0,6,2,5,4,0,2
1269,No,Travel_Rarely,35 - 44,HR,Life Sciences,1683,Female,Human Resources,Divorced,Yes,2,44,1,Bachelor's Degree,3,3,1,4,3195,4,18,3,1,3,8,3,2,2,2,2
1270,No,Travel_Rarely,35 - 44,HR,Life Sciences,2040,Female,Human Resources,Single,Yes,2,35,26,Master's Degree,3,3,3,4,8837,1,16,3,3,0,9,3,9,0,1,7
1271,No,Travel_Rarely,35 - 44,R&D,Medical,1608,Female,Research Director,Divorced,Yes,4,44,7,Bachelor's Degree,2,3,5,4,19049,0,14,3,4,1,23,2,22,7,1,10
